@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute class {'1','2'}
@data
-0.40572,-0.32364,0.12453,-0.14796,0.38672,-0.28487,-0.29948,-0.22222,0.19134,0.70321,-0.58735,0.31892,'1'
0.35555,0.12036,0.035551,0.22286,-0.11199,0.099171,0.2774,0.3632,0.57304,0.34375,-0.29875,-0.17954,'1'
0.37767,-0.2747,-0.14337,-0.33985,0.16217,-0.34524,0.2431,0.16193,0.75394,0.30457,-0.27613,-0.33097,'1'
-0.62366,-0.55094,0.003511,-0.18136,0.44797,-0.49882,-0.52377,-0.64549,-0.043079,0.001461,-0.001456,0.000789,'2'
-0.7374,-0.4564,-0.52774,-0.47901,-0.19999,-0.46912,-0.49773,-0.54589,-0.29213,-0.36946,0.28735,-0.07464,'1'
0.21329,-0.004894,-0.31752,-0.21875,-0.33942,-0.003355,0.027455,0.135,-0.20969,-0.27698,0.24434,-0.042001,'1'
-0.068732,0.47128,-0.28672,-0.011328,-0.80815,0.55047,-0.19517,0.43574,0.43903,0.13174,-0.11102,-0.25916,'1'
0.014029,0.20565,0.1981,0.000233,0.013202,0.28497,-0.057997,-0.1417,-0.23566,0.27702,-0.23413,0.45626,'2'
-0.76348,0.065829,-0.010893,0.2687,-0.27017,0.23872,-0.75897,-0.10965,-0.34846,-0.33052,0.27336,0.10006,'1'
0.020291,-0.07599,-0.63034,-0.49682,-0.44102,-0.22965,0.11399,0.038331,-0.22125,-0.63248,0.52313,-0.26642,'1'
-0.055436,0.17831,-0.34092,-0.23388,-0.49273,0.1547,-0.018609,0.094689,-0.05668,0.14189,-0.13025,0.19212,'1'
0.44589,0.38443,0.14877,0.63854,-0.27498,0.41201,0.18946,1,0.78605,0.65022,-0.57912,-0.065822,'2'
0.74227,0.48285,-0.16571,0.26462,-0.49121,0.32778,0.70852,0.8351,0.6366,0.63527,-0.57822,0.041692,'1'
0.49053,-0.35245,-0.20838,-0.1247,0.089263,-0.41729,0.37017,-0.31768,0.63013,0.13456,-0.096455,-0.52551,'1'
0.32912,-0.14718,-0.38683,-0.24355,-0.28285,-0.2109,0.21471,0.20701,0.24039,-0.027824,0.02999,-0.2625,'1'
0.38925,0.22424,-0.91208,-1.1074,-0.80474,-0.04202,0.51315,0.20566,0.59533,0.47762,-0.39719,-0.11988,'2'
-0.28724,0.41281,-0.66205,-0.80608,-0.88434,0.32156,-0.064677,-0.033885,0.34148,0.35127,-0.285,-0.038131,'1'
0.55356,-0.06379,-0.26414,0.11277,-0.33695,-0.064323,0.18942,0.99771,0.2226,-0.10899,0.069032,-0.076432,'1'
0.96875,0.08624,-0.12021,0.26143,-0.19613,-0.009844,0.79458,0.2492,0.26205,0.46033,-0.4003,0.20177,'1'
0.55846,0.11956,0.35626,0.62037,0.15961,0.16768,0.27651,0.54844,-0.25772,-0.37108,0.34911,-0.070629,'2'
0.24747,0.056669,0.606,0.45417,0.65759,0.019882,0.22097,0.51108,-0.19738,-0.15559,0.13971,0.066175,'1'
0.25804,-0.3831,-0.02103,-0.17375,0.21214,-0.3061,-0.11443,0.27159,-0.25626,-0.45569,0.39123,-0.13152,'1'
-0.096201,-0.71385,0.28605,-0.18962,0.9486,-0.72187,-0.16316,-0.012709,-0.17905,-0.13467,0.134,0.002264,'1'
0.64167,-0.049042,-0.13654,-0.21436,-0.033905,-0.13646,0.45926,0.47284,-0.47449,-0.43589,0.35164,0.11428,'2'
0.20929,-0.35507,0.31046,0.18058,0.66232,-0.381,-0.019431,0.71391,-0.36977,-0.93727,0.77786,-0.34012,'1'
-0.28879,-0.047979,0.64954,0.20301,0.82824,-0.031554,-0.13786,-0.18661,0.5622,0.60462,-0.53196,0.011516,'1'
0.45852,0.006691,0.50555,0.27289,0.50647,0.059486,0.21157,0.28914,-0.59538,-0.34308,0.31344,0.191,'1'
0.10925,0.27236,-0.37119,0.30767,-0.883,0.38652,-0.07297,0.13645,0.11248,0.10162,-0.078158,0.007705,'2'
0.97487,0.79391,-0.20103,0.34694,-0.90383,0.72092,1,-0.32023,-0.4408,0.2186,-0.14996,0.46898,'1'
-0.67912,0.60045,0.66062,0.8212,0.12427,0.75714,-0.56817,-0.022857,0.43182,0.24002,-0.20843,-0.12321,'1'
-0.93788,0.10974,0.62036,0.33672,0.67177,0.15943,-0.75701,0.21452,0.55672,-0.10568,0.050288,-0.43655,'1'
-0.25543,-0.049659,0.074905,0.026031,0.19394,-0.095382,0.026131,-0.66914,-0.36642,-0.012091,-0.00836,0.3288,'2'
-0.62492,0.51308,0.1894,0.43205,-0.28214,0.58045,-0.23147,-0.7311,0.030642,0.54783,-0.4874,0.46052,'1'
-0.014658,-0.53032,-0.039628,-0.84633,0.67986,-0.6588,0.022067,-0.014206,-0.070158,0.10131,-0.066022,0.069655,'1'
-0.1491,0.21884,0.020754,-0.10511,-0.070021,0.18778,0.031419,-0.23505,0.085538,0.32329,-0.2895,0.19569,'1'
-0.3516,-0.27364,-0.3483,-0.79662,-0.15937,-0.19144,-0.52412,0.14331,0.42387,0.19384,-0.1615,-0.196,'2'
-0.12502,-0.88804,0.040125,-0.72326,0.79727,-0.86209,-0.33343,0.41008,-0.24276,0.12511,-0.06684,0.24161,'1'
0.00975,-0.43543,-0.037979,-0.30924,0.33629,-0.4155,-0.1002,-0.27457,-0.6707,-0.32523,0.31711,0.25383,'1'
-0.74731,-0.68034,-0.1477,0.000797,0.21018,-0.56256,-0.70805,-0.36788,-0.70741,-0.10145,0.10287,0.51436,'1'
-0.26315,-0.033729,0.19978,0.26989,0.23871,-0.03757,-0.17441,0.19971,-0.55424,-0.35366,0.31229,0.16212,'2'
0.18443,-0.51981,0.14767,-0.33744,0.68638,-0.61924,0.35331,-0.41071,-0.97744,-0.018126,0.047417,0.72277,'1'
0.3001,-0.11971,-0.05663,-0.031266,0.1028,-0.23506,0.3423,0.37248,-0.088585,-0.46233,0.38207,-0.26037,'1'
1,0.074734,-0.2721,0.044988,-0.33791,-0.022484,0.80169,-0.009334,-0.4626,-1.1057,0.92205,-0.45033,'1'
-0.1518,0.59652,0.14833,0.55739,-0.49566,0.70595,0.001053,-0.6444,0.36821,0.1684,-0.18926,-0.10929,'2'
-0.71551,0.23102,0.24042,0.22922,-0.039318,0.39194,-0.61702,-0.47685,0.34128,0.092268,-0.1117,-0.14109,'1'
0.3006,0.16251,-0.64504,-0.44014,-0.88549,0.16463,0.1852,-0.056038,0.66507,0.79462,-0.65225,0.02045,'1'
-0.23609,-0.19751,-0.36531,-0.41347,-0.18178,-0.22667,-0.21286,0.030467,0.2041,0.26502,-0.2021,0.001114,'1'
-0.10666,0.91766,0.23937,0.59632,-0.44006,0.86403,0.30011,-0.38855,0.21295,0.17943,-0.12669,-0.16528,'2'
-1.3327,0.47654,0.25801,0.31696,-0.1547,0.63507,-0.96759,-0.71409,0.62105,0.63737,-0.52572,-0.11892,'1'
-0.20183,0.13715,-0.11549,-0.32568,-0.001633,-0.016603,0.087557,-0.011485,0.04962,-0.34822,0.27733,-0.32612,'1'
-0.039708,0.15247,-0.29121,-0.10321,-0.39136,0.060044,0.20798,-0.22665,0.38294,0.25886,-0.23099,-0.15704,'1'
-0.23299,-0.12713,0.41625,0.19875,0.61667,-0.13694,-0.16823,0.10725,0.56206,0.11039,-0.10064,-0.40955,'2'
0.1307,0.026985,0.23748,-0.10335,0.49426,-0.10646,0.27737,-0.23999,0.78443,0.22239,-0.19996,-0.50496,'1'
-0.45771,-0.4003,-0.14458,-0.4325,0.086964,-0.27686,-0.66429,0.27989,-0.062158,-0.078413,0.069614,0.021316,'1'
-0.050902,-0.086359,0.064319,-0.14147,0.085771,0.018399,-0.29352,0.093983,0.30918,-0.15092,0.11289,-0.30504,'1'
-0.3405,-0.34461,0.10165,-0.27984,0.43791,-0.30819,-0.46573,0.32657,-0.45646,-0.63705,0.53893,-0.058928,'2'
-0.2739,-1.0039,-0.54814,-1.0859,0.21302,-0.94204,-0.67525,0.64821,-0.7455,-0.41391,0.35325,0.39543,'1'
-0.35143,0.096283,0.25055,0.21386,0.079608,0.27,-0.62198,0.3287,0.5533,0.019974,-0.012979,-0.38608,'1'
0.040648,0.15145,0.25239,0.46794,-0.036987,0.27588,-0.28259,0.9608,-0.58525,-1.0627,0.93014,-0.31918,'1'
-0.13939,0.36471,0.12406,0.77089,-0.43167,0.52273,-0.31029,0.44554,-0.59009,-0.84027,0.71966,-0.070515,'2'
0.2637,0.679,-0.03317,0.70355,-1.0475,0.9736,-0.22612,0.48654,0.32616,0.39366,-0.28189,-0.01256,'1'
0.49941,-0.080415,0.31429,0.11138,0.53456,-0.19192,0.6081,-0.402,-0.061734,-0.087725,0.068434,-0.030372,'1'
0.70053,-0.24519,0.14019,-0.017159,0.47359,-0.39034,0.70116,0.0149,-0.43974,-0.48201,0.38535,0.062836,'1'
0.080397,-0.63074,-0.15661,-0.17755,0.31831,-0.62741,-0.1577,0.35696,0.1662,-0.20586,0.14678,-0.21326,'2'
0.012634,0.083464,0.59626,1,0.37848,0.1457,0.2171,-0.55596,0.53507,0.39757,-0.38309,-0.14064,'1'
-0.51497,0.08682,-0.38881,-0.64284,-0.38562,0.091563,-0.4981,0.26624,-0.31386,-0.32063,0.25756,0.069917,'1'
0.15489,0.19844,-0.14908,0.020495,-0.17036,0.041065,0.40003,-0.025027,0.66941,0.53465,-0.47574,-0.10563,'1'
0.62466,0.045108,-0.25712,0.017442,-0.27089,-0.078603,0.57986,0.32923,0.07863,-0.025246,0.010915,-0.057755,'2'
0.44479,-0.18489,-0.52795,-0.14426,-0.59485,-0.14581,0.15915,0.29632,0.066774,0.19593,-0.17013,0.16604,'1'
-0.2658,0.58079,0.2547,0.37903,-0.1631,0.55455,0.21399,-0.88275,-0.72675,0.22396,-0.18088,0.71741,'1'
-0.49008,0.57689,0.18151,0.20012,-0.19942,0.54698,0.018037,-0.7971,-1.415,-0.026412,0.077569,1,'1'
-0.11658,-0.081404,-0.37479,0.003842,-0.53532,0.020666,-0.29141,0.15555,0.17182,0.11565,-0.1041,-0.032125,'2'
0.2179,0.071494,0.033231,-0.11271,0.073063,0.039341,0.032274,0.55589,-0.14118,-0.29066,0.28683,-0.174,'1'
-0.75407,-0.83831,-0.66487,-0.96168,0.080456,-0.91636,-0.63216,0.21499,-0.20693,-0.14776,0.10993,0.10175,'1'
-0.1884,-0.54712,-0.070795,-0.29519,0.24276,-0.42923,-0.48623,0.45015,-0.14586,0.040647,-0.04363,0.18286,'1'
0.02088,-0.2669,-0.26369,-0.44118,0.050304,-0.37831,0.1428,0.018981,0.20045,0.04347,-0.056521,-0.12734,'2'
-0.1682,-0.161,0.032007,0.040236,0.13349,-0.11975,-0.29302,0.30586,-0.49597,-0.44144,0.4022,0.05019,'1'
0.56325,0.048384,0.090836,0.21251,0.13027,-0.067413,0.57934,0.17318,0.57083,0.12186,-0.136,-0.32648,'1'
0.57028,-0.31981,0.26236,-0.1652,0.75822,-0.48564,0.54075,0.36154,0.31662,0.000419,-0.023371,-0.19713,'1'
0.27076,0.45368,-0.29669,-0.21463,-0.60176,0.37774,0.36462,-0.098186,0.56136,0.39509,-0.36726,-0.11186,'2'
-0.48175,0.34358,-0.62436,-0.75435,-0.80838,0.28018,-0.23729,-0.10163,0.88105,0.77408,-0.67198,-0.13967,'1'
-0.44622,-0.16735,-0.3337,0.037943,-0.41659,-0.038114,-0.62625,0.33394,-0.8427,-0.15465,0.19491,0.52112,'1'
-0.12944,-0.29235,-0.062801,-0.22818,0.17183,-0.28443,-0.17241,0.083305,-0.82028,-0.36701,0.34442,0.31492,'1'
-0.51547,0.63185,0.26332,0.31588,-0.21086,0.68763,-0.23399,-0.54362,0.40349,0.008412,-0.04257,-0.30762,'2'
0.24823,0.31876,-0.1594,0.13743,-0.6511,0.46319,0.14462,-0.73971,-0.37772,-0.000939,0.001729,0.27956,'1'
-0.67868,-0.036783,-0.18601,0.13875,-0.38403,0.1308,-0.67209,-0.44093,-0.41634,-0.22718,0.21027,0.14596,'1'
-2.0346,-0.37419,-0.038523,0.20834,0.087447,-0.20622,-1.489,-0.96393,-0.47887,-0.63249,0.52724,-0.13956,'1'
-0.42711,-0.45887,-0.23525,0.11849,-0.20632,-0.27183,-0.71013,0.51291,-0.60181,-0.11146,0.14929,0.35375,'2'
-1.667,-1.0049,-0.089985,-0.54556,0.63478,-0.84512,-1.651,0.43848,-0.15217,0.080638,-0.032242,0.14178,'1'
0.28511,0.33513,-0.063525,-0.30297,-0.085579,0.21858,0.28942,0.02513,0.39539,0.22997,-0.16726,-0.23671,'1'
0.49777,-0.18688,0.1742,-0.26179,0.56263,-0.32682,0.58529,-0.46772,-0.15347,0.16883,-0.12842,0.21727,'1'
-0.28839,0.15463,0.73964,0.23138,0.91331,0.083101,-0.093932,0.26179,0.16296,0.38338,-0.27291,0.060598,'2'
-0.39808,0.16055,1,0.63696,0.96583,0.27422,-0.42293,0.1319,0.34348,0.055806,-0.050002,-0.19122,'1'
0.45178,0.34555,-0.19567,0.19613,-0.56848,0.30438,0.45634,0.24498,0.93069,1,-0.88277,0.019237,'1'
0.7049,-0.5306,-0.084001,-0.36863,0.49063,-0.67493,0.63424,-0.16896,0.12623,0.22158,-0.21397,0.092718,'1'
0.057925,-0.23926,0.10415,-0.018956,0.43645,-0.35041,0.27003,-0.30977,0.46696,0.67257,-0.62995,0.25866,'2'
-1.044,0.11272,0.071678,0.35082,-0.099634,0.17511,-0.59954,-0.67152,0.034449,0.21535,-0.21476,0.20977,'1'
0.1119,1,-0.24805,0.10381,-1.0777,0.979,0.27342,-0.0129,-1.8637,-0.73233,0.70367,0.85593,'1'
0.4016,0.52067,-0.34313,0.12909,-0.94336,0.59776,0.18809,-0.079778,-0.74971,-1.212,1,-0.25355,'1'
0.57652,-0.68972,0.001361,-0.31086,0.6901,-0.8527,0.66062,-0.4172,-0.25476,-0.23427,0.21321,-0.069527,'2'
-0.82742,-0.23351,-0.1542,-0.27695,-0.09226,-0.066378,-0.836,-0.51125,0.30271,0.19194,-0.17069,-0.083504,'1'
0.057557,0.066469,0.50308,0.32187,0.56045,0.0206,0.22145,-0.15223,-0.6641,-0.053704,0.062203,0.44576,'1'
-0.10741,-0.24216,0.018824,0.16483,0.14992,-0.23266,-0.12474,0.27887,-0.27168,0.03666,-0.005961,0.2121,'1'
-0.086402,-0.11448,-0.16124,-0.55804,0.12671,-0.19442,-0.023637,-0.12907,-0.2091,0.081853,-0.033471,0.17802,'2'
-0.32234,0.1822,0.074902,-0.12816,0.091872,0.12344,-0.15783,0.16143,0.22004,0.07262,-0.051162,-0.13181,'1'
-0.055702,-0.25408,0.003567,-0.20441,0.11858,-0.1706,-0.16074,-0.1079,0.49943,0.39723,-0.37436,-0.035704,'1'
-0.025852,-0.040066,-0.24034,-0.4637,-0.10137,-0.096433,0.005884,-0.10258,-0.024743,-0.17682,0.14438,-0.092003,'1'
0.41106,0.43924,0.34835,0.53838,-0.038496,0.41615,0.56955,-0.2183,-0.28671,-0.11472,0.080808,0.17301,'2'
0.45926,-0.59109,0.25277,-0.26535,1,-0.76061,0.55313,-0.40006,-0.8536,-0.23317,0.22709,0.46238,'1'
0.11357,-0.051154,0.7061,0.7413,0.70137,0.032429,0.004308,0.056379,0.26248,0.49233,-0.40977,0.14655,'1'
-0.39085,0.35579,-0.18178,-0.027863,-0.48236,0.38834,-0.35438,0.17493,0.66536,0.23541,-0.20351,-0.34618,'1'
0.58217,-0.045015,-0.19187,-0.012795,-0.37745,0.042399,0.29406,0.017011,0.28906,0.49668,-0.43783,0.16517,'2'
0.17593,0.010151,-0.13077,0.026617,-0.19456,-0.005085,0.12866,0.24519,0.054155,-0.014689,0.046938,-0.14263,'1'
0.11357,-0.051154,0.7061,0.7413,0.70137,0.032429,0.004308,0.056379,0.26248,0.49233,-0.40977,0.14655,'1'
-0.39085,0.35579,-0.18178,-0.027863,-0.48236,0.38834,-0.35438,0.17493,0.66536,0.23541,-0.20351,-0.34618,'1'
0.58217,-0.045015,-0.19187,-0.012795,-0.37745,0.042399,0.29406,0.017011,0.28906,0.49668,-0.43783,0.16517,'2'
0.17593,0.010151,-0.13077,0.026617,-0.19456,-0.005085,0.12866,0.24519,0.054155,-0.014689,0.046938,-0.14263,'1'
0.39161,-0.12657,0.16642,0.28396,0.12976,-0.0588,0.086254,0.4974,-0.17728,-0.40972,0.33043,-0.077995,'1'
0.72065,0.30374,-0.12744,0.070148,-0.38114,0.21582,0.78517,-0.12819,0.24596,0.26766,-0.26945,0.059474,'1'
-0.46684,-0.062034,-0.36059,-0.2627,-0.4015,0.003603,-0.4092,-0.39695,-0.27627,0.074153,-0.047587,0.24501,'2'
-0.1146,0.44046,-0.13706,0.17796,-0.62787,0.50379,-0.037866,-0.14075,0.22533,0.001698,-0.022509,-0.17527,'1'
0.32976,-0.11225,0.075501,0.54228,0.021913,-0.086602,0.18127,0.28386,-0.36513,0.12564,-0.090061,0.42493,'1'
0.000421,-0.35998,0.070146,0.37666,0.19483,-0.32573,-0.034903,0.16753,-0.016087,-0.023914,0.023827,-0.030424,'1'
-0.45771,-0.24003,-0.33706,-0.31257,-0.32192,-0.10749,-0.61389,0.067457,-0.79716,-0.8837,0.74126,0.021237,'2'
-0.2096,0.097956,-0.29864,-0.001306,-0.47853,0.10043,-0.11274,0.047922,-0.40933,-0.75552,0.61391,-0.19902,'1'
0.73128,0.47436,0.16796,-0.006515,-0.032151,0.39054,0.66198,-0.097159,-0.031626,0.22667,-0.18468,0.19471,'1'
-0.17167,0.35106,0.11158,0.36079,-0.20705,0.36392,-0.098918,0.35445,0.23747,0.089798,-0.066093,-0.15584,'1'
0.28966,-0.015666,-0.74666,-0.23195,-0.99114,0.019864,0.23696,-0.46558,0.23058,0.39835,-0.35891,0.13632,'2'
0.7363,-0.3396,-0.21098,0.048958,-0.056706,-0.38819,0.59417,-0.058747,-0.14397,-0.21605,0.18223,-0.086619,'1'
-0.4446,-0.78779,0.009537,-0.52695,0.66358,-0.74537,-0.48479,-0.075233,-0.45825,-0.36456,0.28376,0.1725,'1'
-0.3014,-0.13387,-0.29681,-0.52241,-0.058147,-0.26256,0.041177,-0.20758,0.20368,0.21374,-0.20313,-0.018764,'1'
-0.028981,0.14378,0.5059,0.63189,0.42136,0.16252,-0.00334,-0.11127,0.2157,-0.38415,0.29728,-0.46885,'2'
0.12536,-0.10587,0.2972,0.18969,0.38521,-0.075452,0.10535,-0.37423,-0.38113,-0.44376,0.37552,-0.067377,'1'
0.11676,0.73167,0.36396,0.44228,-0.19801,0.75373,0.46036,-0.14066,0.82845,0.87067,-0.51934,0.039183,'1'
0.003044,-0.10676,-0.32792,-0.3156,-0.16313,-0.18827,0.056916,0.12192,-0.88249,-0.10043,0.12099,0.64187,'2'
-0.51391,0.003781,0.11661,0.039626,0.096454,0.073034,-0.6005,0.19541,1,0.2487,-0.16746,-0.85327,'1'
-0.068616,0.003195,0.34194,0.2964,0.374,0.018357,-0.26298,0.46411,-0.96973,-1.6044,1,-1.087,'2'
0.012311,-0.54566,-0.49867,0.15349,-0.34907,-0.44197,-0.46291,0.17335,-0.34252,-0.018139,0.014394,0.43111,'1'
-0.65123,-0.23004,0.21374,1,-0.049209,-0.003613,-0.81967,-0.11053,-0.73427,-0.057459,0.051636,0.84811,'2'
-0.31338,-0.003663,0.085749,0.071735,0.046584,0.04056,-0.34241,0.17207,-0.11802,-0.39248,0.23859,-0.40819,'1'
0.30402,-0.26957,-0.098415,-0.26427,0.46769,-0.61393,1,-1.0236,0.043996,0.3463,-0.21413,0.19581,'2'
0.26488,-0.23324,-0.21927,-0.44701,0.080071,-0.31416,0.12115,0.31902,0.3413,-0.023594,0.008781,-0.47206,'1'
-0.19505,0.37878,-0.094639,0.12086,-0.44253,0.40391,0.11906,-0.24731,0.67528,1,-0.61569,0.56112,'2'
0.10995,0.043399,-0.40768,-0.4793,-0.30018,-0.052069,0.31102,-0.53557,-0.3026,-0.39181,0.25246,-0.36604,'1'
-0.068616,0.003195,0.34194,0.2964,0.374,0.018357,-0.26298,0.46411,-0.96973,-1.6044,1,-1.087,'2'
0.10995,0.043399,-0.40768,-0.4793,-0.30018,-0.052069,0.31102,-0.53557,-0.3026,-0.39181,0.25246,-0.36604,'1'
-0.63826,0.3773,-0.69633,-0.50711,-0.97455,0.36149,-0.2468,-0.14536,-0.31535,-0.14771,0.099482,0.028094,'2'
0.5435,0.39541,0.048231,-0.16127,-0.28744,0.4885,0.18915,0.6029,0.49797,-0.19786,0.11255,-0.80969,'1'
-0.14648,-0.10456,0.27055,0.42322,0.21375,-0.053184,-0.078576,-0.27821,0.24185,0.19105,-0.12715,-0.10189,'2'
0.54404,0.20994,0.32438,-0.13544,0.37796,0.080315,0.77345,-0.22166,0.2341,0.37484,-0.22136,0.13107,'1'
-0.49114,0.14523,-0.26203,0.15395,-0.58218,0.2917,-0.51303,-0.12608,0.099311,0.090028,-0.053935,-0.031497,'2'
-0.29303,-0.24366,0.09581,-0.045246,0.33797,-0.25192,-0.31867,-0.17917,0.18252,0.11011,-0.088045,0.003172,'1'
0.45717,-0.084912,0.26939,-0.23486,0.55998,-0.23241,0.60834,-0.21876,0.50563,0.28007,-0.18974,-0.19785,'2'
0.22144,-0.89672,-0.030358,-0.7481,0.931,-1.0729,0.10905,-0.33381,0.33864,0.99008,-0.60651,1,'1'
-0.55005,0.27629,-0.27324,0.11319,-0.77698,0.52266,-0.85062,0.44004,0.20391,-0.014462,0.002274,-0.10048,'2'
-0.78399,0.2546,-0.70099,-0.29917,-0.85833,0.2105,-0.53005,0.51855,-0.30319,0.020018,-0.020915,0.66394,'1'
0.29877,-0.17962,0.032859,-0.89901,0.5403,-0.36184,0.1779,0.71325,-0.098148,-0.41113,0.24683,-0.38916,'2'
-0.37812,-0.52287,0.21541,-0.24359,0.63784,-0.49221,-0.50693,-0.25811,-0.32899,-0.039117,0.007591,0.47603,'1'
0.37913,-0.046562,-0.12336,-0.063958,-0.10983,-0.045824,0.1238,0.49624,-0.64157,-0.24229,0.17369,0.49063,'2'
