@relation dataset
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 {1,10,11,12,13,14,15,2,3,4,5,6,7,8,9}
@attribute V21 numeric
@attribute Class {1,10,11,12,13,14,15,2,3,4,5,6,7,8,9}
@data
0.2,0.99,0.79,0.44,2.02,0.12,1.39,0.83,0.32,0.2,2.22,3.4,6.06,1.54,0.51,0.95,0.99,0.71,23.68,1,16,1
0.33,1.19,0.95,0.25,1.36,0.25,0.62,1.15,0.37,0.29,2.18,2.6,6.88,0.87,0.49,1.24,1.36,0.91,23.29,1,17,1
0.08,0.95,0.91,0.2,1.43,0.32,0.71,1.19,0.12,0,1.98,2.93,6.58,0.44,0.2,0.91,1.63,0.67,21.25,1,18,1
0.13,1.09,0.21,1.18,0.84,0.42,1.26,1.14,0.5,0.08,2.27,4.21,7.32,1.51,0.29,2.52,1.51,1.26,27.74,1,19,1
0.04,1.31,0.42,1.23,0.81,0.64,1.06,1.31,0.04,0.04,2.59,4.2,6.02,0.55,0.42,3.77,1.7,1.14,27.29,1,20,1
0.22,1.26,0.48,1.66,0.96,1,1.35,1.61,0.26,0.13,2.7,4.27,6.58,1.35,0.39,3.27,1.26,1.57,30.32,1,21,1
0.04,1.45,0.29,1.04,1.45,0.46,1.37,2.37,0.08,0,2.24,4.4,6.65,1.08,0.5,2.58,1.2,0.54,27.74,1,22,1
0.12,1.33,0.41,0.75,0.91,0.41,1.2,1.99,0.12,0.17,2.07,3.56,4.85,0.66,0.5,2.07,1.41,0.54,23.07,1,23,1
0,0.76,0.13,0.8,1.26,0.93,0.67,2.23,0,0,2.73,3.36,8.33,1.14,0.25,2.61,1.18,1.68,28.06,1,24,1
0.29,1.66,0.17,1.08,1.04,0.5,1.04,1.71,0.21,0.08,1.54,4.33,4.87,1.16,0.42,2.37,1.33,0.96,24.76,1,25,1
0,1.49,0.38,0.26,0.94,0.38,1.75,1.02,0.09,0.17,2.73,2.6,5.34,1.37,0.3,1.45,1.49,0.68,22.44,1,26,1
0.3,1.94,0.42,1.56,1.69,0.38,2.28,2.28,0.38,0.21,2.28,4.48,3.25,0.68,0.17,2.16,1.14,0.8,26.4,1,27,1
0.09,2.21,0.35,0.3,0.87,0.26,2.64,1.25,0.13,0,2.6,4.37,5.1,1.21,0.3,2.03,1.38,0.91,26,1,28,1
0.3,1.27,1.27,0.46,1.35,0.25,1.43,1.81,0.42,0.3,2.24,4.35,8.82,1.1,0.51,1.18,1.27,0.89,29.22,1,29,1
0.9,2.48,0.56,0.73,1.2,0.34,2.1,1.03,0.3,0.26,3.04,3.17,6.85,1.33,0.3,1.54,1.46,1.07,28.66,1,30,1
0.04,1.37,0.58,0.25,1.91,0.29,1.29,1.66,0.17,0.33,3.12,2.66,7.15,1.08,0.58,0.79,1.16,0.75,25.18,1,31,1
1.09,2.55,1.3,0.82,1.47,0.38,1.68,2.01,0.54,0.65,2.39,4.08,6.96,0.98,0.65,1.52,0.76,0.65,30.48,1,32,1
0.39,1.89,0.82,0.43,1.29,0.56,1.55,2.24,0.13,0.09,2.88,4.73,7.44,1.64,0.39,2.8,1.51,0.86,31.64,1,33,1
0.04,2.63,1.18,1.62,1.75,0.92,2.54,2.32,0.13,0.18,3.42,3.15,3.72,0.66,0.22,2.23,2.06,0.96,29.73,1,34,1
0.14,4.32,0.68,1.62,1.04,0.41,4.14,4.73,0.27,0.23,3.42,3.47,4.01,0.54,0.14,0.81,1.26,0.45,31.68,1,35,1
0.04,2.52,0.57,1.77,1.9,0.4,2.78,2.78,0.62,0.35,3.27,3.05,2.52,0.84,0.13,1.41,0.97,0.53,26.45,1,36,1
0,1.93,0.47,2.01,1.93,0.51,1.63,1.97,0.09,0.21,2.23,4.11,4.37,1.41,0.21,2.44,1.37,0.77,27.66,1,37,1
0.09,2.58,0.63,1.18,1.31,0.9,1.67,1.09,0.23,0.23,3.8,3.39,4.66,2.62,0.63,2.99,1.49,1.67,31.16,1,38,1
0.65,1.96,1.1,0.82,0.94,0.45,2.73,0.86,0.33,0.61,1.92,4.81,6.07,1.51,0.65,2.04,0.98,0.73,29.16,1,39,1
0.58,2.29,1.04,0.54,0.96,0.67,2,1.37,0.17,0.17,2.16,5.5,5.83,0.87,0.42,3.37,1.37,1.08,30.39,1,40,1
0,2.81,0.55,1.62,0.94,0.72,2.17,2.42,0.26,0.17,1.87,3.49,3.57,0.77,0.3,2.68,1.36,0.89,26.59,1,41,1
0.33,1.85,0.45,0.74,1.11,0.41,1.72,1.03,0.08,0.08,2.34,3.16,6.53,1.48,0.45,2.79,1.85,1.15,27.55,1,42,1
0.04,2,0.55,0.77,1.62,0.64,2.34,1.66,0.26,0.13,2.76,2.89,4.25,1.32,0.51,1.4,1.7,0.94,25.78,1,43,1
0.13,2.5,0.44,0.83,1.8,0.18,2.76,2.06,0.22,0.39,3.33,3.11,3.33,0.83,0.13,1.31,1.58,0.35,25.28,1,44,1
0.04,2.82,0.76,1.88,1.39,0.63,2.64,3.27,0.13,0.09,3.04,2.51,4.07,0.89,0.4,1.52,1.61,0.89,28.58,8,45,2
0,2.4,0.49,1.11,1.74,1.16,3.16,2.14,0.31,0.27,2.85,3.78,4.94,1.02,0.49,1.51,0.93,0.49,28.79,8,46,2
0,2.49,0.84,1.78,1.02,0.71,3.73,3.11,0.13,0.44,2.75,4.75,5.02,1.2,0.44,1.95,1.33,0.8,32.49,8,47,2
0,2.63,0.62,1.74,1.51,0.85,2.31,2.94,0.18,0.85,2.71,4.23,3.56,0.93,0.31,1.42,1.56,0.8,29.15,8,48,2
0.04,2.83,0.74,1.83,1.48,0.83,3.09,2.44,0.31,0.09,2.92,3.7,5.4,1.53,0.39,0.87,1.26,0.83,30.58,8,49,2
0,2.01,0.7,1.44,2.31,1.22,2.49,2.53,0.44,0.13,2.57,2.66,4.45,0.65,0.26,1.09,1.22,0.87,27.04,8,50,2
0,2.95,0.62,1.72,1.98,0.44,2.6,3.13,0.31,0.18,2.86,3.74,3.61,0.66,0.4,1.23,1.1,0.66,28.19,8,51,2
1.38,3.13,1.42,1.25,2,0.58,2.75,1.96,0.25,1.42,2.34,7.01,5.72,0.92,0.38,2.05,1.46,1.21,37.23,8,52,2
0.64,2.49,1.07,1.33,1.29,1.24,1.84,1.8,0.09,1.07,2.4,3.9,5.58,2.15,0.56,2.49,1.42,1.16,32.52,8,53,2
0.79,3.99,0.74,0.88,1.58,0.26,4.03,1.97,0.35,0.88,3.16,5.65,5.83,1.05,0.74,1.75,1.62,1.01,36.28,8,54,2
0.38,2.43,1.15,1.36,2,0.68,1.96,2.13,0.26,0.09,2.09,4.05,4.18,1.28,0.6,1.32,0.98,1.11,28.05,8,55,2
0.17,1.7,1.02,0.72,1.7,0.47,2.17,2.51,0.09,0.38,3.24,4.01,5.5,0.51,0.21,2.22,1.19,0.89,28.7,8,56,2
0.04,2.51,1.36,1.06,1.5,0.31,2.46,2.11,0.35,0.62,3.39,3.52,7.87,0.7,0.84,1.54,1.06,0.97,32.21,8,57,2
0,3.45,0.79,2.1,1.44,0.79,3.1,1.79,0.13,0.44,2.45,4.77,6.17,1.09,0.74,1.57,1.31,1.01,33.14,8,58,2
1.25,2.79,0.9,0.95,2.32,0.21,2.79,3.27,0.39,0.95,3.05,3.83,4.56,0.69,0.09,1.16,1.16,0.86,31.22,8,59,2
0.65,2.82,0.52,1.13,1.99,0.65,2.04,2.86,0.17,1.13,2.51,3.34,5.55,0.65,0.26,1.08,1.6,0.52,29.47,8,60,2
0.44,2.45,0.66,0.96,2.41,0.39,2.85,3.29,0.48,1.18,2.89,3.11,5.43,0.83,0.31,1.1,0.96,0.96,30.7,8,61,2
0.5,2.61,0.41,1.58,1.67,0.32,2.12,4.06,0.32,0.72,3.52,3.65,3.88,0.72,0.27,1.13,1.31,0.72,29.51,8,62,2
0.58,3.76,0.96,2.7,1.64,0.48,3.38,3.57,0.29,0.58,2.6,3.38,6.27,1.25,0.39,0.39,0.96,0.39,33.57,8,63,2
0,3.64,0.74,2.47,1.43,0.95,3.42,2.12,0.35,0.52,2.6,4.24,3.85,1.26,0.3,1.17,1,0.74,30.8,8,64,2
0,3.44,0.57,2.53,1.53,0.92,3.49,3.14,0.31,0.39,3.49,3.14,3.23,0.96,0.09,1.31,1.26,0.78,30.58,8,65,2
0,4.12,1.26,1.61,1.3,0.82,3.08,3.6,0.3,0.35,3.82,2.73,2.43,0.69,0.22,0.82,1.39,0.78,29.32,8,66,2
0.73,3.33,0.51,1.71,1.11,0.21,3.76,3.59,0.26,1.32,2.65,3.24,3.54,0.85,0.26,1.66,1.2,0.47,30.4,8,67,2
0.13,2.93,0.81,1.53,0.64,0.51,2.59,1.27,0.17,0.21,2.12,3.82,8.66,1.1,0.59,1.7,1.61,0.93,31.32,8,68,2
0,3.93,0.55,2.32,1.44,0.51,2.54,2.54,0.13,0.46,2.66,4.02,3.68,1.14,0.34,1.61,0.85,0.59,29.31,8,69,2
1.28,2.94,0.51,1.92,1.62,0.43,2.21,2.81,0.51,0.72,3.15,3.83,3.19,0.51,0.21,1.11,1.23,0.6,28.78,8,70,2
0.95,3.1,0.82,1.9,1.55,0.26,2.63,2.29,0.3,0.69,2.72,3.75,3.54,0.69,0.34,2.11,1.47,0.65,29.76,8,71,2
0.12,2.57,1.06,0.98,1.23,0.82,2.61,1.43,0.12,0.45,3.19,4.25,4.82,0.94,0.74,1.55,0.74,0.69,28.31,9,72,3
0,3.67,0.86,0.65,0.86,0.43,3.2,1.77,0.3,0.6,2.63,4.1,4.84,0.91,0.43,2.25,1.47,0.82,29.79,9,73,3
0.04,3.07,2.3,1.24,0.85,0.34,2.98,2.04,0.21,0.17,2.34,4.43,5.62,0.85,0.68,2.09,1.58,0.72,31.55,9,74,3
0.6,3.17,2.01,1.07,0.86,0.43,2.61,1.92,0.13,0.09,2.95,4.45,5.65,0.98,0.81,1.33,1.33,0.77,31.16,9,75,3
0.59,3.72,1.76,1.72,1.05,0.38,3.18,2.43,0.33,0.96,2.18,5.1,5.02,1.34,0.5,1.21,0.88,0.67,33.02,9,76,3
0.08,3.08,2.13,2.13,0.74,0.57,2.71,2.87,0.08,0.37,2.75,4.1,4.96,0.66,0.9,1.64,1.31,0.98,32.06,9,77,3
0,2.72,1.69,0.91,0.41,0.33,2.6,1.85,0.04,0.08,3.21,3.75,4.41,0.49,0.7,1.85,1.57,0.54,27.15,9,78,3
0.21,2.72,1.57,0.81,0.81,0.64,2.21,1.57,0.17,0.47,2.93,5.86,6.71,1.36,1.4,1.87,1.7,0.93,33.94,9,79,3
0.21,2.39,1.34,1.34,0.55,0.5,2.26,1.76,0.17,0.25,2.73,3.9,3.77,0.84,0.92,1.47,1.34,0.92,26.66,9,80,3
0.24,2.77,1.22,1.79,0.57,0.65,1.95,1.59,0.12,0.29,2.81,5.7,6.39,1.18,0.61,2.04,1.67,1.02,32.61,9,81,3
0,3,1.64,0.96,1.04,0.32,2.32,2.08,0.2,0.32,2.4,3.83,6.23,0.6,0.64,1.68,1.56,0.64,29.46,9,82,3
0,2.15,1.18,0.38,0.72,0.68,2.28,1.56,0.08,0.04,3.3,3.55,6.34,0.84,0.63,1.23,1.77,0.68,27.41,9,83,3
0.09,2.82,1,1.04,0.87,0.87,2.38,1.82,0.22,0.13,3.12,4.38,5.68,1.21,0.56,1.26,1.26,0.95,29.66,9,84,3
0.04,2.79,1.59,1.05,0.47,0.35,2.17,2.21,0.31,0.19,2.64,4.15,5.04,0.74,0.89,1.71,1.74,0.47,28.55,9,85,3
0,1.86,1.32,1.05,0.5,0.19,1.44,0.89,0.04,0.12,2.29,2.1,7.92,1.98,1.82,0.47,1.4,0.7,26.09,9,86,3
0.3,3.33,1,2.21,1.47,0.74,3.25,3.98,0.3,0.26,2.82,5.02,3.64,0.74,0.74,1.08,0.95,0.39,32.22,9,87,3
0,2.51,0.74,2.1,0.99,0.25,2.6,1.61,0.08,0.12,2.51,3.21,7.29,1.07,0.21,0.74,1.36,0.37,27.76,9,88,3
0.09,3.72,0.54,1.27,0.95,0.54,3.4,2.85,0.32,0.27,4.12,3.67,3.13,0.86,0.18,1.59,1,0.91,29.41,10,89,4
0.04,4.53,0.26,1.21,1.12,0.56,3.88,3.41,0.69,0.43,3.66,5.09,2.37,0.43,0,1.08,1.03,0.6,30.39,10,90,4
0.85,3.31,0.89,0.59,0.89,0.68,2.63,2.5,0.13,0.21,2.76,3.9,6.79,0.89,0.21,1.36,1.74,0.76,31.09,10,91,4
0,2.77,0.3,1.99,0.74,0.43,5.24,3.6,0.26,0.13,3.9,6.33,2.77,0.69,0.3,1.73,1.69,0.65,33.52,10,92,4
0.33,3.43,1.38,2.34,1.09,0.63,3.68,4.01,0.25,0.54,2.55,6.52,3.68,0.75,0.21,2.34,1.04,0.46,35.23,10,93,4
1.99,3.33,1.51,1.47,1.47,0.22,2.59,4.76,0.17,1.95,1.99,4.84,4.5,0.99,0.39,1.34,1.51,0.61,35.63,10,94,4
0.86,3.09,0.64,3.69,1.54,0.51,2.96,3.47,0.34,2.06,2.96,6.99,3.94,1.24,0.43,1.03,0.69,0.73,37.17,10,95,4
0,3.49,0.47,0.99,0.73,0.56,2.45,1.98,0.13,0.17,3.19,4.22,3.23,0.99,0.09,2.2,1.29,0.65,26.83,10,96,4
0.09,2.61,1.32,0.9,1.58,0.34,1.79,3.42,0.68,0.13,3.2,3.67,4.53,0.73,0.09,1.28,2.73,0.98,30.07,10,97,4
0.4,2.92,0.45,2.11,1.44,1.03,3.01,3.64,0.4,0.22,2.47,5.34,3.82,0.81,0.18,1.17,1.35,0.67,31.43,10,98,4
0.22,6.11,0.87,2.34,1.47,0.04,4.5,3.77,0.48,0.17,2.99,4.76,1.13,0.87,0.35,0.87,0.78,0.69,32.41,10,99,4
0,3.09,1,0.87,1.09,0.74,2.74,2.96,0.04,0.52,2.79,4.09,3.31,1,0.44,1.31,1.35,0.3,27.64,10,100,4
1.18,3.12,0.32,0.72,0.95,0.23,2.58,1.81,0.18,1.45,2.89,2.49,6.46,2.58,0.54,0.5,0.63,0.63,29.26,10,101,4
0,2.51,0.53,0.92,1.14,0.48,2.33,4.31,0.35,0.26,2.38,3.61,4.84,0.92,0.35,2.86,1.1,0.31,29.2,10,102,4
0.26,2.7,0.78,1.61,1.18,0.17,3.05,4.22,0.09,0.13,2.79,4.88,2.74,0.83,0.3,2.05,0.78,0.87,29.43,10,103,4
0.99,2.62,0.83,0.99,0.83,0.28,2.94,5.28,0.12,2.22,2.74,7.22,3.97,0.56,0.2,2.38,0.91,0.36,35.44,10,104,4
2.7,3.09,1.33,1.5,1.37,0.6,2.79,2.02,0,1.76,2.1,3.69,5.19,1.46,0.34,2.32,1.89,1.12,35.27,10,105,4
0.09,4,1.22,0.57,1,0.3,3.74,1.83,0.26,1.48,2.78,4.35,5.09,1.39,1.35,1.7,1.35,0.65,33.15,11,106,5
1.49,2.98,1.36,0.57,1.49,0.35,3.29,2.37,0.57,1.23,2.33,3.69,7.77,1.36,0.39,1.58,1.84,1.18,35.84,11,107,5
0,4.62,0.58,2.35,2.31,0.62,2.75,2.8,0.98,0.71,2.75,2.13,2.93,0.49,0.4,0.8,0.93,0.58,28.73,11,108,5
0.61,3.4,1.74,0.87,0.83,0.48,3.83,2.66,0.17,0.74,3.48,3.48,3.01,0.96,0.87,0.78,1.61,0.52,30.04,11,109,5
0.17,3.81,1.09,0.17,1.49,0.57,2.01,1.66,0.35,1.18,2.45,4.11,5.42,0.79,0.17,2.19,1.36,0.96,29.95,11,110,5
0.04,2.92,1.28,0.4,1.55,0.49,2.3,2.03,0.31,0.71,2.69,1.86,6.63,1.15,0.35,1.55,1.15,1.19,28.6,11,111,5
0,1.66,0.12,0.24,1.01,0,2.79,0.73,1.98,0.4,2.43,2.59,6.39,1.98,1.46,1.66,0.93,0.93,27.3,11,112,5
0,2.07,0.32,0.45,1.13,0.32,2.84,1.49,0.59,0.14,3.56,3.74,3.15,2.12,0.27,1.53,1.04,0.68,25.44,11,113,5
0.36,1.48,1.3,0.58,0.25,1.05,1.08,1.37,0.22,0.04,2.17,7.08,3.72,0.83,1.16,1.26,0.97,0.51,25.43,11,114,5
0.68,2.52,0.6,0.52,0.8,0.52,2.44,1.96,0.2,0.52,3.24,2.56,5.08,1.12,0.92,1.48,0.72,0.64,26.52,11,115,5
0.09,1.21,0.73,0.52,0.52,0.65,1.76,1.29,0.13,0.13,1.89,4.39,10.12,1.89,0.86,3.01,0.9,0.99,31.08,11,116,5
0,2.26,1.92,0.3,1.52,0.09,1.39,1.52,0.35,1.35,2.7,1.87,6.53,1.26,0.74,0.65,1.18,0.74,26.37,11,117,5
2.06,2.11,0.39,0.26,0.39,0.22,0.57,0.66,0.13,0,2.85,2.19,8.51,3.86,0.26,2.81,1.01,1.8,30.08,11,118,5
0,2.25,0.68,0.47,0.85,0.08,1.15,0.72,1.74,2.25,2.33,1.32,11.88,1.87,1.15,1.02,0.98,0.59,31.33,11,119,5
0,1.54,0.26,0.56,1.92,0.17,1.07,0.43,3.08,0.17,1.33,0.43,14.58,2.99,0.98,1.97,1.28,0.6,33.36,11,120,5
0.36,1.16,0.53,0.31,0.71,0.31,1.64,1.11,0.53,0.27,2.71,1.69,7.15,2.98,0.93,2.58,0.58,0.93,26.48,11,121,5
0,2.63,0.4,0.58,2,0.22,2.09,2.05,0.8,1.43,2.72,1.47,6.24,1.34,2.32,1.92,0.94,0.76,29.91,11,122,5
0.09,1.34,0.43,0.48,1.08,0.35,1.78,1.99,0,0.04,3.42,3.47,7.85,1.73,0.39,2.43,1.78,0.65,29.3,11,123,5
0.04,3.57,1.03,0.94,1.47,0.31,4.19,2.5,0.67,1.92,2.05,2.01,6.73,2.36,1.25,1.38,1.69,0.94,35.05,11,124,5
0,2.52,0.97,0.93,1.68,0.18,3.19,1.64,0.8,2.97,3.23,1.82,6.91,1.37,0.44,0.62,1.24,0.62,31.13,11,125,5
0,2.99,1.43,0.31,2.37,0.13,1.83,2.86,0.8,0.94,3.04,1.79,7.63,1.52,0.4,0.85,1.43,0.49,30.81,11,126,5
0.43,2.39,2.09,1.15,1.15,0.26,2.05,3.75,0.17,0.3,2.09,4.99,4.35,0.64,0.26,2.26,1.02,0.47,29.82,11,127,5
1.71,2.81,1.27,0.44,1.36,0.26,2.1,1.71,0.22,0.04,2.98,4.65,7.8,0.92,0.44,1.01,2.37,1.14,33.23,11,128,5
0,2.65,1.37,0.75,1.77,0.4,2.92,2.3,1.77,0.75,2.92,2.34,8.01,2.43,1.5,1.55,1.5,0.62,35.55,11,129,5
0,2.09,0.53,0.31,0.75,0.75,1.51,1.33,0.13,0,3.15,2.04,7.19,1.73,0.8,1.47,1.47,0.58,25.83,11,130,5
0.22,2.26,1.02,0.49,0.66,0.27,1.86,1.06,0.27,0.09,2.66,5.36,4.12,0.89,0.35,3.5,1.9,0.84,27.82,11,131,5
0,0.76,0.08,1.14,0.63,0.13,1.57,1.86,1.48,1.02,1.74,1.52,7.02,0.68,0.59,0.63,2.75,0.51,24.11,11,132,5
0,2.45,0.67,0.8,2.05,0.49,3.12,2.09,0.4,4.36,3.47,1.78,3.03,0.89,0.13,1.02,3.07,0.45,30.27,11,133,5
0,3.04,0.67,0.58,1.25,0.49,2.99,2.68,0.94,0.31,3.26,4.38,4.64,2.05,0.13,1.03,1.92,0.49,30.85,11,134,5
0,2.91,1.48,1.21,1.88,0.04,2.24,3.32,0.58,7.8,2.91,2.02,3.18,0.4,0.31,0.81,1.21,0.81,33.11,11,135,5
0.09,2.07,1.23,1.28,1.54,0.57,3.04,2.24,0.31,0.84,2.99,2.9,5.54,1.36,0.31,1.06,2.55,0.53,30.45,11,136,5
0.09,2.57,0.51,0.64,1.03,0.77,3.17,2.65,0.09,0.21,2.95,3.81,3.6,1.2,0.13,1.03,1.11,0.64,26.2,11,137,5
0,3.09,0.62,0.84,1.02,0.18,2.43,1.59,0.57,1.77,3.31,2.39,5.21,1.15,0.8,1.06,1.19,0.71,27.93,11,138,5
0,1.8,0.73,0.51,0.77,0.13,1.54,1.41,0.17,0.17,3.68,2.06,6.26,0.77,0.47,1.93,1.2,0.64,24.24,11,139,5
0,1.94,0.43,0.56,1.42,0.34,4.4,1.55,0.56,1.6,2.72,4.31,5.86,1.29,0.17,1.16,0.73,0.6,29.64,11,140,5
0,3.32,0.79,0.48,1.7,0.04,3.72,2.19,0.22,2.58,2.1,2.1,4.98,1.22,0.35,0.66,2.05,0.87,29.37,11,141,5
0.42,3.42,0.8,1.35,1.06,0.63,2.71,1.95,0.17,0.3,3.34,5.71,4.06,0.59,0.47,1.65,1.31,0.63,30.57,12,142,6
0.09,2.56,0.4,2.51,1.41,1.54,1.85,1.28,0.26,0.4,3.22,4.63,6.17,1.37,0.66,3.08,0.75,0.75,32.93,12,143,6
0.4,4.41,0.7,1.15,0.84,0.75,3.48,2.2,0.22,0.75,2.78,4.05,2.56,0.62,0.44,1.5,1.19,1.19,29.23,12,144,6
0.04,1.94,1.06,0.62,1.15,0.26,1.99,1.68,0.31,0.26,3.22,4.15,12.49,1.5,0.71,3.13,2.25,1.1,37.86,12,145,6
0.04,1.77,0.44,0.66,1.24,0.53,1.24,1.33,0.09,0.27,2.22,2.84,9.22,2.3,1.33,2.44,1.77,1.24,30.97,12,146,6
0.97,5.9,1.18,0.55,1.69,0.38,2.74,2.15,0.55,4.6,2.61,3.21,4.85,1.05,0.59,0.89,1.31,0.76,35.98,12,147,6
0.09,4.27,1.91,2.68,1.82,0.32,3.18,3,0.36,0.18,3.05,3.23,5.95,0.82,0.41,1.05,2.05,0.82,35.19,12,148,6
0,3.35,1.23,1.74,1.23,0.25,3.3,2.5,0.17,0.17,2.46,7.12,7.58,0.64,0.34,1.48,1.69,0.85,36.1,12,149,6
0.43,2.11,0.99,1.25,1.07,0.99,1.81,1.5,0.09,0.26,3.01,7.74,6.75,0.95,0.43,3.61,1.07,1.81,35.87,12,150,6
0.26,1.58,0.98,2.6,1.06,0.38,2.43,3.32,0.21,0.89,2.34,6.09,5.28,0.94,0.43,2.21,1.23,0.94,33.17,12,151,6
0,2.5,0.43,1.64,1.98,0.43,2.54,1.89,0.3,0.77,2.8,4.22,7.62,1.25,0.47,1.25,2.19,0.95,33.23,12,152,6
0.3,5.21,0.68,0.64,1.71,0.73,3.29,1.54,0.3,0.64,2.73,6.23,3.71,1.11,0.17,1.49,1.15,0.77,32.4,12,153,6
0,4.18,0.78,0.9,2.71,0,2.5,2.58,1.03,2.07,2.97,1.72,6.5,1.21,0.47,0.99,1.34,0.52,32.47,12,154,6
0,2.34,0.75,2.69,1.46,0.57,2.73,2.29,0.31,0.97,3.57,3.84,3.18,0.93,0.4,2.29,0.93,0.44,29.69,12,155,6
0,2.63,0.8,2.01,1.52,0.31,2.81,4.64,0.22,0.22,3.7,3.03,4.73,0.67,0.4,1.7,1.52,0.54,31.45,12,156,6
0,1.94,0.6,1.51,1.12,1.38,1.72,1.03,0.09,0.17,2.59,4.05,6.59,2.41,1.12,3.79,1.55,1.12,32.78,12,157,6
0.04,1.06,0.35,0.84,1.02,0.49,1.28,1.41,0.04,0,2.21,3.23,8.93,1.68,0.53,2.52,1.02,0.93,27.58,12,158,6
2.09,1.42,1.04,1.42,0.84,0.46,2.72,1.55,0.21,0.67,1.84,6.77,6.64,0.88,0.75,2.59,1.76,0.92,34.57,12,159,6
0,2.72,0.73,1.21,1.34,0.61,2.9,2.85,0.22,0.35,3.16,3.93,6.14,0.52,0.17,1.04,1.95,0.48,30.32,12,160,6
0.35,1.53,0.74,2.27,0.79,0.7,2.36,1.79,0.26,0.13,2.36,6.08,5.16,1.4,0.48,3.06,1.01,1.05,31.52,12,161,6
0,2.47,0.18,1.53,0.49,0.81,2.52,0.81,0.13,0.13,3.01,3.19,6.61,2.83,0.63,1.93,1.75,1.62,30.64,12,162,6
0.04,2.18,0.49,2.63,0.99,0.9,1.97,1.27,0.04,0.25,3.2,4.68,6.66,1.64,0.7,2.67,1.56,0.9,32.77,12,163,6
0.66,3.34,0.79,1.89,2.11,0.53,3.43,3.6,0.53,0.4,3.38,3.12,2.06,1.23,0.26,0.75,1.19,0.92,30.19,12,164,6
0.63,1.63,0.67,1.05,0.75,0.5,1.97,1.84,0.29,0.67,2.01,3.93,8.16,2.05,0.63,2.8,1,0.71,31.29,12,165,6
