@relation data
@attribute V1 {'1','10','11','12','13','14','15','16','17','18','19','2','20','21','22','3','4','5','6','7','8','9'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute class {'1','10','11','12','13','14','15','16','17','18','19','2','20','21','22','23','24','3','4','5','6','7','8','9'}
@data
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,0,'5'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,11.746,'6'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,23.491,'8'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,4.518,'7'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.939,'9'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,20.781,'10'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,18.07,'13'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.035,'11'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,11.746,'14'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,27.105,'15'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,9.939,'16'
'16',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.741058,1,0.700042,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,0,'17'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,'1'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,17.397,'12'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,5.036,'18'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,25.637,'19'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,10.987,'20'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,15.566,'21'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,'23'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,10.53,'22'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,455.064,'24'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,18.77,'2'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,11.903,'3'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,162.981,'4'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,5.494,'5'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,8.698,'6'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,27.011,'8'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,'7'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,24.264,'9'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,22.891,'10'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,21.975,'13'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,0.458,'11'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,9.614,'14'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,21.059,'15'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,12.819,'16'
'12',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.741058,1,0.700042,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,0,'17'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,13.84,'1'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,1.432,'12'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,4.295,'18'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,20.521,'19'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,0,'20'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,0.954,'21'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,460.999,'23'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,5.249,'22'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,460.999,'24'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,12.885,'2'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,3.818,'3'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,12.408,'4'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,5.249,'5'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,7.636,'6'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,22.907,'8'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,2.863,'7'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,0.954,'9'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,7.636,'10'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,3.341,'13'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,5.727,'11'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,2.386,'14'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,25.77,'15'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,4.772,'16'
'19',7480,18700,20,2,0,0,1.032,0.2178,0.55,0.741058,1,0.700042,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,6.204,'17'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,76.475,'1'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,86.162,'12'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,467.007,'18'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,122.36,'19'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,40.787,'20'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,46.395,'21'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,467.007,'23'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,81.573,'22'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,467.007,'24'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,47.924,'2'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,33.649,'3'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,446.613,'4'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,3.569,'5'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,11.726,'6'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,312.527,'8'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,45.375,'7'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,19.883,'9'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,45.885,'10'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,18.864,'13'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,23.962,'11'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,46.905,'14'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,0,'15'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,22.942,'16'
'17',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,22.433,'17'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,'1'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,17.142,'12'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.714,'18'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,14.475,'19'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,8.38,'20'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,0,'21'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,'23'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,0.762,'22'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,14.666,'24'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,7.428,'2'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,10.095,'3'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,79.805,'4'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.333,'5'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,'6'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,16.761,'8'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,0,'7'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,21.713,'9'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,20.951,'10'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,16.19,'13'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.714,'11'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,'14'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,11.428,'15'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,9.523,'16'
'18',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.741058,1,0.700042,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,5.524,'17'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,10.247,'1'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,2.779,'12'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,8.163,'18'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,4.689,'19'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,9.379,'20'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,6.079,'21'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,7.642,'23'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,15.631,'22'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,166.556,'24'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,5.384,'2'
'22',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,9.379,'3'
