@relation contraceptive-method-choice

@attribute V1 numeric
@attribute V2 {1,2,3,4}
@attribute V3 {1,2,3,4}
@attribute V4 numeric
@attribute V5 {1,2}
@attribute V6 {1,2}
@attribute V7 {1,2,3,4}
@attribute V8 {1,2,3,4}
@attribute V9 {1,2}
@attribute Class {1,2,3}

@data
21,3,4,0,2,2,2,3,1,1
21,3,4,1,2,2,2,3,1,1
29,4,4,0,2,1,2,4,1,1
45,3,4,3,2,2,1,4,1,1
33,2,3,2,2,2,3,2,1,1
38,4,4,1,2,1,1,4,1,1
24,4,4,0,1,2,1,4,1,1
49,4,4,6,1,1,1,4,1,1
24,2,4,1,2,1,4,4,1,1
28,4,4,0,1,1,1,4,1,1
30,4,4,2,2,2,1,4,1,1
33,4,4,2,2,2,1,4,1,1
25,4,4,1,2,2,1,3,1,1
35,4,4,3,1,2,1,4,1,1
27,2,4,4,2,2,1,4,1,1
24,2,2,3,2,1,2,1,1,1
25,2,3,0,2,2,2,1,1,1
46,2,4,6,2,2,1,4,1,1
26,2,2,3,2,2,2,1,1,1
38,2,2,1,2,1,3,2,1,1
47,1,2,3,2,2,1,3,1,1
41,1,3,10,2,2,2,3,2,1
41,2,3,1,2,1,2,3,1,1
28,4,4,5,2,2,2,1,1,1
17,2,2,3,2,2,3,1,1,1
27,2,3,5,2,2,2,1,1,1
27,1,2,4,2,2,3,1,2,1
19,2,3,0,2,1,2,2,1,1
27,2,4,3,2,1,3,2,1,1
26,4,3,4,2,2,2,3,1,1
23,2,4,2,2,2,3,3,1,1
40,3,3,3,2,2,3,2,1,1
22,4,4,0,2,2,1,1,1,1
44,3,4,4,2,1,1,3,1,1
29,2,3,2,2,2,3,1,1,1
26,2,3,3,2,2,3,1,1,1
45,4,4,1,2,1,3,3,1,1
32,3,3,7,2,1,2,3,1,1
21,4,4,1,2,2,1,4,1,1
31,2,2,4,2,2,3,3,1,1
21,3,4,0,2,2,1,3,1,1
37,4,4,1,2,2,1,4,1,1
34,4,4,3,1,1,3,3,1,1
44,3,4,1,2,2,1,3,1,1
49,4,3,5,2,2,2,3,1,1
26,2,3,2,2,2,3,3,1,1
38,1,2,1,2,2,2,4,2,1
36,2,3,5,2,2,2,3,1,1
26,3,4,2,2,2,3,3,1,1
20,2,3,1,1,2,3,2,1,1
44,2,1,3,2,1,3,2,1,1
31,3,4,2,2,2,1,2,2,1
45,4,4,1,2,2,1,3,1,1
36,2,3,2,2,2,3,2,2,1
43,1,3,2,2,1,2,2,2,1
25,3,4,0,2,2,1,3,1,1
48,3,4,3,2,2,3,1,1,1
30,4,4,0,1,1,1,3,1,1
48,1,2,8,2,2,3,1,1,1
28,3,4,1,2,2,3,1,2,1
26,4,4,1,2,2,1,3,1,1
26,3,3,3,2,1,2,4,1,1
24,4,4,2,2,2,3,3,1,1
21,3,3,2,2,2,2,2,1,1
30,4,4,2,1,2,3,1,1,1
20,4,4,1,2,2,1,4,1,1
33,4,4,2,2,2,1,3,1,1
30,4,4,0,1,1,3,3,1,1
47,4,4,1,2,1,1,3,1,1
35,4,4,2,1,2,3,3,1,1
30,2,4,2,2,2,3,4,1,1
33,4,4,3,2,2,1,4,1,1
45,4,4,4,2,2,2,3,1,1
41,4,4,2,2,2,1,4,1,1
32,4,4,1,2,1,1,3,1,1
43,4,4,5,2,2,1,4,1,1
44,4,4,3,2,2,2,4,1,1
21,1,3,4,2,2,3,2,1,1
44,3,4,2,2,2,1,4,2,1
23,4,4,2,2,2,2,4,1,1
47,1,2,4,2,2,2,2,1,1
47,1,1,7,2,2,2,3,2,1
35,4,4,2,2,1,2,4,1,1
32,2,4,4,2,2,3,2,1,1
45,1,4,5,2,2,1,2,2,1
22,2,2,2,2,2,3,1,1,1
23,1,1,3,2,2,2,1,2,1
30,4,4,0,2,1,1,4,1,1
44,1,3,0,2,2,2,3,1,1
40,3,3,1,2,1,3,3,1,1
34,4,4,4,2,2,2,3,1,1
37,3,4,1,2,2,2,4,1,1
49,3,4,5,2,2,1,4,1,1
26,4,4,1,2,2,1,4,1,1
22,4,4,0,2,2,2,4,1,1
20,3,4,0,2,1,2,4,1,1
47,4,4,4,2,2,1,4,1,1
49,2,2,8,2,1,3,1,1,1
22,2,4,1,2,2,2,4,1,1
22,3,3,2,2,2,3,4,1,1
25,3,2,2,2,2,3,2,1,1
32,2,4,0,2,1,3,4,1,1
28,4,4,0,1,2,1,3,1,1
30,2,4,4,2,1,1,4,1,1
45,2,4,2,2,1,2,4,1,1
49,2,1,10,2,1,2,4,1,1
34,4,4,2,2,1,1,4,1,1
25,2,4,1,2,2,2,2,1,1
42,1,3,12,2,2,3,3,1,1
48,2,1,3,2,1,4,3,1,1
35,3,4,5,2,1,2,2,1,1
33,2,3,1,2,2,3,4,1,1
20,2,4,0,2,2,3,2,1,1
36,2,3,4,2,2,3,1,2,1
19,3,3,2,2,2,3,2,1,1
27,3,2,3,2,2,3,2,1,1
30,1,2,4,2,2,4,1,1,1
31,3,4,3,2,1,3,2,1,1
44,1,1,11,2,2,4,1,2,1
24,3,3,2,2,2,3,3,1,1
18,3,4,0,2,1,3,1,1,1
45,1,2,6,2,2,3,3,2,1
25,2,2,3,2,1,3,1,1,1
36,3,4,6,2,2,2,4,1,1
30,1,1,5,2,2,2,2,1,1
32,2,4,2,2,2,3,3,1,1
42,1,4,11,1,2,2,2,2,1
22,2,4,0,2,2,3,3,1,1
36,2,4,2,2,1,2,4,1,1
27,2,3,2,2,2,3,3,1,1
40,3,4,1,2,2,1,2,1,1
22,2,3,2,2,2,3,1,1,1
26,2,4,0,2,2,3,1,1,1
31,3,4,0,2,1,2,3,1,1
32,4,4,1,2,2,1,4,1,1
34,2,3,3,2,1,3,2,1,1
40,3,3,1,1,2,3,4,1,1
45,1,2,1,2,1,3,3,1,1
26,3,4,3,2,2,3,2,1,1
48,1,3,5,2,2,3,2,1,1
43,1,3,8,2,2,3,1,1,1
27,3,4,2,2,1,2,2,1,1
42,3,2,1,2,2,3,3,1,1
34,3,2,8,2,1,2,3,2,1
32,3,2,4,2,2,2,2,2,1
31,3,3,2,2,1,2,3,1,1
22,2,3,1,2,2,3,3,1,1
27,3,4,0,2,2,3,3,1,1
37,1,2,2,2,2,2,2,2,1
22,1,2,0,2,2,2,4,1,1
47,4,4,4,2,2,1,4,1,1
32,4,4,4,2,1,1,3,1,1
37,3,3,2,2,2,1,4,1,1
45,1,3,1,2,2,2,3,2,1
47,1,4,8,2,2,3,3,1,1
28,3,4,0,2,2,3,2,1,1
48,1,3,4,2,2,3,4,2,1
26,2,4,1,2,2,1,3,1,1
21,3,4,0,2,1,3,1,1,1
20,2,3,1,2,2,2,4,1,1
39,1,1,5,2,1,3,1,2,1
27,2,3,1,2,1,3,4,1,1
37,2,3,5,2,1,3,2,1,1
24,4,4,1,2,2,3,3,1,1
39,3,3,6,2,2,3,3,1,1
20,3,3,1,2,2,2,3,1,1
19,3,4,1,2,2,2,3,1,1
40,3,3,4,2,2,2,2,1,1
41,1,4,4,2,2,3,3,1,1
22,4,4,2,2,2,1,3,1,1
32,3,4,4,2,2,1,4,1,1
34,4,4,2,1,2,1,4,1,1
34,4,4,2,2,1,1,3,1,1
23,4,4,2,2,2,1,4,1,1
27,4,4,1,2,2,1,2,1,1
46,3,2,11,2,1,2,2,2,1
34,4,4,3,1,2,1,2,1,1
33,4,4,5,2,2,3,3,1,1
25,3,3,1,2,2,3,2,1,1
26,4,4,1,2,1,1,4,1,1
48,1,3,4,2,2,3,3,2,1
36,4,4,2,2,2,3,3,1,1
38,3,4,2,1,2,2,4,1,1
44,1,2,7,2,2,3,4,1,1
44,2,2,1,2,1,3,2,1,1
39,3,3,1,1,2,3,4,1,1
47,1,2,7,2,1,3,2,1,1
43,1,3,5,2,1,3,2,1,1
29,3,3,3,2,1,2,4,1,1
22,3,3,0,2,2,2,2,1,1
31,2,4,5,2,2,3,2,1,1
22,4,4,0,2,2,1,3,1,1
45,3,4,6,2,2,2,4,1,1
42,3,4,10,2,1,3,2,1,1
38,3,3,7,2,2,3,1,1,1
47,1,1,6,2,1,3,1,1,1
30,4,4,2,2,2,1,4,1,1
28,3,4,1,2,2,3,4,1,1
25,3,4,1,2,2,2,1,1,1
49,2,4,6,1,2,2,3,1,1
23,3,4,2,2,1,2,3,1,1
35,3,4,1,1,2,2,3,1,1
47,2,1,5,1,2,2,4,1,1
35,2,3,0,2,2,2,4,1,1
44,3,4,6,2,2,3,4,1,1
48,4,4,3,2,2,2,4,1,1
43,2,3,6,2,1,3,3,1,1
21,2,4,2,2,2,3,1,1,1
22,4,4,0,2,2,1,4,1,1
41,3,3,5,2,2,3,4,1,1
29,2,4,2,2,1,4,4,2,1
44,4,4,5,1,2,2,4,1,1
22,4,4,0,2,1,1,4,1,1
23,2,4,4,2,2,3,3,1,1
22,2,1,0,2,2,3,2,1,1
35,1,3,0,2,2,2,2,2,1
24,4,4,1,2,2,2,2,1,1
36,4,4,4,2,2,1,4,1,1
47,1,2,2,2,2,2,4,1,1
40,4,4,3,2,2,3,4,1,1
29,4,4,1,2,2,1,3,1,1
49,3,4,6,2,2,1,4,1,1
49,3,4,9,2,2,1,4,1,1
47,4,4,2,2,2,1,4,1,1
28,4,4,3,1,2,1,4,1,1
26,4,4,1,2,2,1,4,1,1
29,1,2,7,2,2,2,4,1,1
29,4,2,0,2,1,2,2,1,1
25,3,3,1,2,2,3,4,1,1
24,2,4,2,2,2,3,4,1,1
23,4,4,1,2,1,2,4,1,1
23,4,4,2,2,1,3,3,1,1
44,1,2,2,2,2,2,4,1,1
39,3,4,6,2,2,1,4,1,1
21,3,3,0,2,2,2,2,1,1
22,3,4,2,2,2,2,3,1,1
47,3,4,3,2,2,2,3,1,1
36,3,3,2,2,1,2,4,1,1
25,1,4,2,2,1,3,3,2,1
40,4,4,2,2,2,3,4,1,1
36,2,2,0,1,1,3,3,1,1
37,2,3,5,1,1,2,4,1,1
28,1,4,2,2,1,2,3,1,1
30,3,3,5,2,1,3,4,1,1
16,3,4,1,2,2,3,3,1,1
32,2,3,4,1,2,2,4,1,1
40,4,4,3,1,2,3,4,1,1
40,1,1,2,2,1,3,4,1,1
45,3,4,2,1,2,1,4,1,1
21,1,3,0,2,1,3,4,2,1
28,4,4,1,1,2,1,3,1,1
25,4,4,1,1,2,2,3,1,1
44,1,3,4,2,2,3,3,2,1
35,4,4,2,1,2,3,4,1,1
49,4,4,4,2,2,3,4,1,1
39,3,4,1,1,2,3,4,1,1
32,3,4,1,1,2,2,4,1,1
35,1,2,0,2,1,4,4,1,1
21,1,2,1,2,1,3,4,1,1
47,4,4,1,1,2,1,4,1,1
27,4,4,1,1,2,3,4,1,1
31,2,2,8,2,2,2,2,2,1
34,4,3,0,1,1,3,3,1,1
30,4,4,3,2,1,2,4,1,1
25,4,4,0,2,1,2,4,1,1
28,3,4,3,2,2,2,1,1,1
30,2,3,4,2,1,3,2,1,1
42,3,3,8,2,2,4,3,1,1
23,4,4,0,1,2,2,4,1,1
45,3,4,3,1,2,3,4,1,1
21,4,4,1,2,2,3,3,1,1
28,4,4,1,1,2,2,4,1,1
33,4,4,1,1,1,3,4,1,1
32,1,2,4,2,2,3,2,2,1
25,2,2,3,2,2,3,3,1,1
25,3,3,1,2,2,3,1,1,1
19,2,2,2,2,2,3,1,1,1
40,1,2,6,2,2,3,1,2,1
24,2,2,2,2,2,3,1,2,1
32,2,2,1,2,2,2,1,1,1
35,2,3,8,2,2,3,2,1,1
27,2,2,1,2,1,3,2,2,1
23,2,4,2,2,2,1,4,1,1
22,2,4,4,2,2,3,4,1,1
49,2,3,0,2,2,1,2,1,1
25,2,3,0,2,2,2,4,1,1
18,3,4,1,2,2,3,1,1,1
43,3,3,4,2,2,2,4,1,1
37,1,3,0,2,2,3,4,1,1
30,2,3,2,2,1,2,4,1,1
29,3,2,0,2,2,2,2,1,1
20,2,3,3,2,2,3,4,1,1
42,3,3,3,2,1,2,4,1,1
23,4,4,1,2,2,2,3,1,1
34,2,3,7,2,1,3,3,1,1
23,3,3,6,2,2,3,3,1,1
38,3,3,5,2,2,1,4,1,1
37,2,3,4,2,2,2,3,1,1
17,2,3,1,2,2,3,2,1,1
39,3,4,3,2,2,1,4,1,1
49,1,3,0,2,2,3,3,2,1
23,3,3,2,2,2,2,2,1,1
40,3,3,3,2,2,2,2,2,1
32,2,4,5,2,2,2,3,1,1
18,2,3,1,2,2,2,3,1,1
46,1,2,8,2,2,3,3,2,1
37,3,3,6,2,2,2,2,1,1
38,2,4,5,1,2,2,2,1,1
37,2,3,2,1,1,3,3,1,1
25,2,3,1,2,1,2,1,1,1
38,2,4,5,2,2,3,3,1,1
39,4,4,2,2,1,1,4,1,1
44,4,4,3,2,1,1,4,2,1
19,4,4,0,1,2,3,4,1,1
28,2,4,1,2,1,3,4,1,1
20,2,3,1,2,2,3,4,1,1
33,4,4,0,2,1,3,3,1,1
33,4,4,5,2,2,3,4,1,1
47,1,4,6,2,2,1,4,1,1
25,3,3,0,2,2,3,4,1,1
29,4,4,0,2,1,2,4,1,1
37,4,4,2,1,2,1,4,1,1
49,1,3,6,2,2,2,4,1,1
48,1,1,8,2,1,2,2,2,1
19,2,2,0,2,2,2,2,1,1
46,1,2,3,2,2,2,1,2,1
39,1,2,2,2,2,3,1,2,1
30,3,4,5,2,2,1,4,1,1
40,2,2,8,2,2,2,2,1,1
43,1,2,1,2,2,3,4,2,1
29,3,4,4,2,1,1,3,1,1
23,3,3,2,2,2,3,3,1,1
24,2,2,3,2,2,2,4,1,1
47,3,3,2,2,2,2,4,1,1
35,3,3,2,2,1,2,2,1,1
19,3,3,1,2,2,2,4,1,1
45,2,3,4,2,1,2,4,1,1
42,2,4,2,2,2,3,4,1,1
47,1,1,1,2,2,3,4,1,1
25,2,2,2,2,2,3,1,1,1
20,2,3,3,2,2,3,4,1,1
33,3,3,6,2,2,3,4,1,2
46,4,3,5,2,2,1,4,1,2
35,4,4,4,2,2,1,4,1,2
26,4,4,2,2,1,1,4,1,2
36,3,3,5,2,1,1,3,1,2
37,3,4,3,2,2,1,3,1,2
44,2,4,4,2,2,3,3,1,2
32,4,4,2,2,2,1,4,1,2
25,2,4,6,2,2,3,4,1,2
42,2,3,7,2,2,3,4,1,2
30,4,4,2,1,1,1,4,1,2
39,4,4,4,2,2,1,4,1,2
26,1,1,2,2,2,3,4,1,2
30,2,4,3,2,2,3,4,1,2
38,4,4,4,1,1,1,2,1,2
23,4,4,1,2,2,1,2,1,2
18,3,4,1,2,2,3,4,1,2
25,3,4,3,2,2,2,3,1,2
37,4,4,2,2,1,3,3,1,2
20,3,4,1,2,2,3,2,1,2
45,4,4,7,2,2,1,4,1,2
28,2,1,2,2,1,3,3,1,2
33,2,2,3,2,2,2,3,1,2
28,2,3,2,2,2,3,3,1,2
30,2,4,1,2,1,3,4,1,2
32,4,4,4,2,2,2,4,1,2
48,4,3,7,2,1,2,4,1,2
46,4,4,2,2,1,1,4,1,2
32,4,4,2,1,1,1,4,1,2
49,4,4,10,2,2,1,4,1,2
33,2,2,6,2,1,3,4,1,2
39,4,4,3,2,2,1,4,1,2
35,4,4,5,1,1,1,4,1,2
36,4,4,3,1,2,1,3,1,2
20,3,4,1,2,2,2,4,1,2
23,4,4,1,2,2,3,4,1,2
26,2,4,2,2,2,1,3,1,2
25,3,3,1,2,2,3,1,1,2
31,4,4,1,2,2,1,4,1,2
36,4,4,2,2,2,2,4,1,2
32,3,3,2,2,1,3,4,1,2
36,4,4,3,2,2,1,4,1,2
40,4,4,3,2,2,1,4,1,2
46,4,4,4,2,2,1,4,1,2
42,4,4,8,1,2,1,4,1,2
39,4,4,4,2,1,1,4,1,2
34,4,4,2,2,2,1,4,1,2
36,4,4,3,2,2,1,4,1,2
37,4,4,3,2,2,1,4,1,2
36,4,4,4,1,2,1,4,1,2
38,4,4,2,2,2,1,4,1,2
27,3,3,1,1,1,2,4,1,2
37,4,3,8,2,2,1,4,1,2
24,1,4,1,2,1,4,2,2,2
42,2,4,8,2,2,1,4,1,2
31,4,4,3,1,1,4,4,1,2
34,2,3,2,2,2,3,3,1,2
34,4,4,4,2,2,3,3,1,2
36,4,4,4,1,1,1,4,1,2
47,4,4,8,2,2,1,4,1,2
34,4,4,3,2,2,1,4,1,2
44,4,4,6,1,2,1,3,1,2
21,4,4,1,2,2,1,4,1,2
42,4,4,6,2,2,1,3,1,2
44,4,4,4,2,1,2,3,1,2
19,4,4,1,2,2,2,3,1,2
35,1,3,7,2,1,2,3,2,2
24,4,4,1,2,2,3,2,1,2
32,3,4,7,1,2,1,3,1,2
31,3,3,2,2,1,3,3,1,2
47,3,4,11,2,1,2,3,1,2
38,4,4,6,2,1,3,3,1,2
40,4,4,4,2,2,1,3,1,2
35,3,3,4,2,2,3,2,1,2
26,3,4,3,2,2,3,4,1,2
23,4,3,3,2,2,3,3,1,2
40,4,4,6,1,1,1,4,1,2
37,4,4,3,2,2,1,4,1,2
39,4,4,5,2,2,2,4,1,2
25,4,4,2,2,2,2,4,1,2
48,4,4,4,1,2,1,4,1,2
31,4,4,3,2,2,1,4,1,2
26,4,4,1,1,2,2,4,1,2
44,4,4,5,2,1,1,4,1,2
29,4,4,1,2,1,2,4,1,2
36,2,1,6,2,2,2,1,1,2
29,4,4,2,2,1,1,3,1,2
37,2,3,7,2,2,3,4,1,2
28,3,3,3,2,2,1,2,1,2
40,2,3,6,2,2,1,2,1,2
33,4,4,4,2,2,1,4,1,2
22,4,4,1,2,2,1,2,1,2
35,3,4,5,2,1,1,3,2,2
32,4,4,3,1,2,3,3,1,2
35,4,4,5,2,1,1,3,1,2
29,4,4,2,2,2,1,4,1,2
23,3,3,2,2,1,3,4,1,2
35,4,4,2,2,1,1,4,1,2
36,4,4,3,2,1,2,4,1,2
32,4,4,2,2,1,1,4,1,2
30,4,1,4,2,2,3,3,1,2
36,4,4,4,1,2,2,4,1,2
33,4,4,3,2,2,3,4,1,2
33,3,4,5,1,2,3,3,1,2
43,2,4,13,2,2,2,3,1,2
35,3,3,6,2,2,2,3,1,2
38,4,4,5,2,2,1,3,1,2
25,3,1,4,2,2,3,1,1,2
26,3,3,2,2,2,3,2,1,2
24,4,4,1,2,2,3,4,1,2
22,3,4,1,2,2,4,4,1,2
33,2,3,5,2,1,2,1,1,2
45,3,3,7,2,2,3,4,1,2
29,4,4,2,2,1,1,3,1,2
47,2,2,7,2,2,2,4,1,2
36,3,2,6,2,2,3,2,1,2
45,3,3,8,2,2,2,3,1,2
47,4,4,6,2,1,1,4,1,2
43,3,4,2,2,1,2,4,1,2
44,4,4,7,2,2,3,2,1,2
24,2,4,2,2,2,3,3,1,2
28,4,4,2,2,1,1,3,1,2
34,4,4,5,2,2,3,4,1,2
31,3,4,4,2,2,1,3,1,2
27,4,4,3,2,2,1,4,1,2
27,3,3,1,2,1,3,4,1,2
26,4,4,1,2,1,1,3,1,2
36,3,4,7,2,2,2,2,1,2
35,4,4,4,1,2,3,3,1,2
38,4,4,6,2,2,3,3,1,2
44,4,4,7,2,2,2,4,1,2
25,4,4,1,2,2,1,4,1,2
25,4,4,2,1,2,1,3,1,2
41,4,4,4,2,2,1,4,1,2
41,3,4,5,2,2,1,3,1,2
24,4,4,1,2,1,1,4,1,2
33,4,4,3,2,2,3,3,1,2
29,4,4,3,2,1,3,3,1,2
47,4,4,4,2,1,1,4,1,2
28,4,4,4,2,2,1,3,1,2
21,2,2,1,2,2,3,2,1,2
32,3,3,6,2,1,3,3,1,2
30,3,4,2,2,2,1,4,1,2
37,4,4,5,2,2,3,4,1,2
29,4,3,4,2,1,3,2,1,2
38,4,4,3,2,1,1,4,1,2
49,3,3,11,2,2,1,4,1,2
41,3,3,5,2,2,1,4,1,2
43,3,4,5,2,2,3,2,2,2
47,1,1,10,2,2,3,3,1,2
22,4,4,1,2,2,1,3,1,2
27,4,4,1,1,1,1,4,1,2
34,3,4,2,1,2,2,3,1,2
42,3,3,4,2,2,2,4,1,2
39,4,4,3,1,1,1,4,1,2
36,4,4,3,1,2,2,4,1,2
21,4,4,1,2,2,2,1,1,2
36,3,4,4,1,1,2,4,1,2
25,2,3,1,2,1,4,4,1,2
41,4,4,4,1,1,2,4,1,2
32,4,4,4,1,1,2,4,1,2
41,4,4,4,1,1,2,4,1,2
43,4,4,3,1,2,1,4,1,2
35,4,4,3,2,2,2,3,1,2
24,4,4,2,2,1,1,3,1,2
43,4,4,6,2,2,1,4,1,2
48,4,4,7,1,2,1,4,1,2
28,4,4,2,2,2,1,3,1,2
24,4,4,1,2,2,1,4,1,2
42,4,4,3,2,1,1,4,1,2
39,4,4,3,2,2,1,4,1,2
24,4,4,1,2,2,1,4,1,2
33,4,3,5,2,2,2,4,1,2
29,4,4,2,2,2,3,4,1,2
44,4,4,5,2,2,1,4,1,2
17,4,4,1,2,2,2,4,1,2
35,3,4,3,2,2,2,2,1,2
32,3,4,5,2,2,1,2,1,2
27,4,4,2,2,1,1,3,1,2
44,4,4,4,2,2,1,4,1,2
42,4,4,5,2,2,1,4,1,2
40,4,4,6,2,2,1,3,1,2
44,4,4,3,2,2,1,4,1,2
33,4,4,5,2,2,2,4,1,2
35,2,4,3,1,1,3,4,2,2
31,4,2,2,1,2,1,3,1,2
37,4,4,3,1,2,3,4,1,2
45,4,4,3,1,2,2,4,1,2
26,4,4,2,1,2,1,4,1,2
40,3,4,2,1,2,3,4,1,2
30,4,4,1,1,2,2,4,1,2
36,3,4,3,1,1,3,4,1,2
33,3,4,3,1,2,2,4,1,2
41,4,4,5,1,2,2,4,1,2
45,3,3,6,1,2,2,4,1,2
48,4,4,6,1,2,2,4,1,2
35,4,4,3,1,1,3,4,1,2
37,4,4,4,1,1,2,4,1,2
46,4,4,3,1,1,1,4,1,2
38,4,4,4,1,2,3,4,1,2
30,3,4,7,2,2,2,4,1,2
42,4,3,7,2,1,1,4,1,2
35,2,2,6,2,2,3,4,1,2
34,4,4,6,2,2,3,4,1,2
37,4,4,4,2,2,1,4,1,2
38,4,4,6,2,2,1,4,1,2
30,3,3,2,2,2,2,3,1,2
46,4,4,4,2,2,1,4,1,2
31,4,4,3,1,2,2,4,1,2
41,4,4,6,1,2,1,4,1,2
41,4,4,7,2,2,2,4,1,2
32,4,4,2,1,1,2,4,1,2
44,4,4,4,2,2,1,4,1,2
39,4,4,4,1,2,1,4,1,2
39,4,4,5,2,2,1,4,1,2
45,4,4,4,2,2,1,4,1,2
33,4,4,3,2,2,1,4,1,2
39,4,4,3,1,2,1,4,1,2
44,4,4,3,2,1,1,4,1,2
34,3,3,6,2,2,3,4,1,2
33,3,3,5,2,2,3,4,1,2
34,2,2,8,2,2,2,2,1,2
27,3,2,5,2,2,2,4,1,2
47,1,1,8,2,2,3,4,2,2
25,2,4,3,2,2,1,4,2,2
24,3,4,5,2,2,1,2,2,2
41,4,4,4,2,1,1,4,1,2
29,3,3,4,2,2,3,4,1,3
27,2,2,5,2,2,3,1,1,3
40,3,4,5,2,2,1,2,1,3
30,2,2,6,2,2,3,1,1,3
24,4,4,1,2,1,1,4,1,3
36,4,4,2,2,1,1,4,1,3
17,2,2,1,2,2,3,2,1,3
28,1,2,4,2,2,2,3,1,3
27,2,4,1,2,2,1,4,1,3
21,3,3,1,2,2,3,3,1,3
30,2,2,4,2,2,2,4,1,3
48,4,4,16,2,2,1,4,1,3
29,2,4,3,2,1,3,3,1,3
29,4,4,2,2,2,3,4,1,3
20,3,4,2,2,2,1,3,1,3
28,4,4,1,2,2,3,2,1,3
32,2,3,5,2,1,2,3,1,3
27,3,3,1,2,1,3,3,1,3
25,2,3,1,2,2,3,1,1,3
43,4,4,3,2,2,1,4,1,3
35,4,4,2,2,2,2,4,1,3
30,4,4,1,2,2,1,4,1,3
29,1,4,3,2,2,4,4,2,3
33,3,4,8,2,2,3,4,1,3
37,3,4,5,2,1,2,4,1,3
27,2,4,3,2,2,4,4,1,3
33,2,4,3,2,2,2,4,1,3
35,2,3,6,2,1,3,3,1,3
20,3,3,2,2,2,2,4,1,3
26,2,4,3,2,2,3,4,1,3
24,3,3,2,2,2,3,3,1,3
45,1,3,3,2,2,3,2,1,3
34,3,4,4,2,2,1,3,1,3
49,4,3,13,2,2,1,4,1,3
33,4,4,5,2,2,1,4,1,3
33,3,3,8,2,2,3,4,1,3
24,3,4,3,2,2,1,4,1,3
30,2,2,4,2,2,2,1,1,3
27,2,4,4,2,2,2,1,1,3
23,4,3,1,2,2,2,2,1,3
35,4,4,4,2,2,1,4,1,3
35,4,4,1,1,2,1,4,1,3
